station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
LNS,2022-10-07 04:53,57.90,55.00,90.04,280.00,4.00,0.00,30.00,1015.60,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,57.90,KLNS 070453Z AUTO 28004KT 10SM CLR 14/13 A3000 RMK AO2 SLP156 T01440128 402440078,null
LNS,2022-10-07 05:53,57.00,55.00,93.01,280.00,5.00,0.00,29.99,1015.40,9.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,57.00,KLNS 070553Z AUTO 28005KT 9SM CLR 14/13 A2999 RMK AO2 SLP154 60000 T01390128 10200 20139 56003,null
LNS,2022-10-07 06:53,57.90,55.00,90.04,270.00,4.00,0.00,29.99,1015.40,9.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,57.90,KLNS 070653Z AUTO 27004KT 9SM CLR 14/13 A2999 RMK AO2 SLP154 T01440128,null
LNS,2022-10-07 07:53,55.00,53.10,93.29,270.00,4.00,0.00,29.99,1015.40,7.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55.00,KLNS 070753Z AUTO 27004KT 7SM CLR 13/12 A2999 RMK AO2 SLP154 T01280117,null
LNS,2022-10-07 08:53,53.10,51.10,92.89,280.00,5.00,0.00,29.99,1015.50,4.00,null,CLR,null,null,null,null,null,null,null,BR,null,null,null,null,null,null,53.10,KLNS 070853Z AUTO 28005KT 4SM BR CLR 12/11 A2999 RMK AO2 SLP155 T01170106 53001,null
LNS,2022-10-07 09:53,53.10,50.00,89.18,250.00,4.00,0.00,30.00,1015.80,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53.10,KLNS 070953Z 25004KT 10SM CLR 12/10 A3000 RMK AO2 SLP158 T01170100,null
LNS,2022-10-07 10:53,51.10,48.90,92.14,0.00,0.00,0.00,30.01,1016.10,9.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51.10,KLNS 071053Z 00000KT 9SM CLR 11/09 A3001 RMK AO2 SLP161 T01060094,null
LNS,2022-10-07 11:53,50.00,48.90,95.98,0.00,0.00,0.00,30.02,1016.60,9.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50.00,KLNS 071153Z 00000KT 9SM CLR 10/09 A3002 RMK AO2 SLP166 VIS NE-E 3/4SM T01000094 10144 20094 53010,null
LNS,2022-10-07 12:53,57.90,52.00,80.67,0.00,0.00,0.00,30.04,1017.00,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,57.90,KLNS 071253Z 00000KT 10SM CLR 14/11 A3004 RMK AO2 SLP170 T01440111,null
LNS,2022-10-07 13:53,63.00,53.10,70.07,270.00,4.00,0.00,30.04,1017.00,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,63.00,KLNS 071353Z 27004KT 10SM CLR 17/12 A3004 RMK AO2 SLP170 T01720117,null
LNS,2022-10-07 14:53,66.90,53.10,61.16,280.00,6.00,0.00,30.03,1016.70,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,66.90,KLNS 071453Z 28006KT 10SM CLR 19/12 A3003 RMK AO2 SLP167 T01940117 50002,null
LNS,2022-10-07 15:53,70.00,52.00,52.80,280.00,6.00,0.00,30.02,1016.40,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,70.00,KLNS 071553Z 28006KT 10SM CLR 21/11 A3002 RMK AO2 SLP164 T02110111,null
LNS,2022-10-07 16:53,73.00,52.00,47.69,300.00,7.00,0.00,30.01,1015.90,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,73.00,KLNS 071653Z 30007KT 10SM CLR 23/11 A3001 RMK AO2 SLP159 T02280111,null
LNS,2022-10-07 17:53,73.90,53.10,48.18,290.00,11.00,0.00,29.98,1015.20,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,73.90,KLNS 071753Z 29011KT 10SM CLR 23/12 A2998 RMK AO2 SLP152 T02330117 10239 20100 58015,null
LNS,2022-10-07 18:53,75.00,54.00,47.99,310.00,7.00,0.00,29.97,1014.50,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,75.00,KLNS 071853Z 31007KT 10SM CLR 24/12 A2997 RMK AO2 SLP145 T02390122,null
LNS,2022-10-07 19:53,75.00,52.00,44.59,290.00,11.00,0.00,29.97,1014.70,10.00,null,FEW,null,null,null,7000.00,null,null,null,null,null,null,null,null,null,null,75.00,KLNS 071953Z 29011KT 10SM FEW070 24/11 A2997 RMK AO2 SLP147 T02390111,null
LNS,2022-10-07 20:53,72.00,53.10,51.37,330.00,7.00,0.00,29.98,1015.00,10.00,null,BKN,null,null,null,7500.00,null,null,null,null,null,null,null,null,null,null,72.00,KLNS 072053Z 33007KT 10SM BKN075 22/12 A2998 RMK AO2 SLP150 T02220117 55002,null
LNS,2022-10-07 21:53,69.10,54.00,58.60,340.00,8.00,0.00,29.98,1015.20,10.00,null,BKN,null,null,null,9000.00,null,null,null,null,null,null,null,null,null,null,69.10,KLNS 072153Z 34008KT 10SM BKN090 21/12 A2998 RMK AO2 SLP152 T02060122,null
LNS,2022-10-07 22:53,66.00,53.10,63.10,330.00,9.00,0.00,30.02,1016.50,10.00,null,FEW,OVC,null,null,6500.00,10000.00,null,null,null,null,null,null,null,null,null,66.00,KLNS 072253Z 33009KT 10SM FEW065 OVC100 19/12 A3002 RMK AO2 SLP165 T01890117,null
LNS,2022-10-07 23:53,64.00,51.10,62.85,330.00,10.00,0.00,30.04,1017.30,10.00,null,BKN,OVC,null,null,4700.00,6000.00,null,null,null,null,null,null,null,null,null,64.00,KLNS 072353Z 33010KT 10SM BKN047 OVC060 18/11 A3004 RMK AO2 SLP173 T01780106 10244 20178 53022,null
LNS,2022-10-08 00:53,62.10,48.90,61.91,310.00,9.00,T,30.08,1018.40,10.00,null,BKN,OVC,null,null,6500.00,8000.00,null,null,null,null,null,null,null,null,null,62.10,KLNS 080053Z 31009KT 10SM BKN065 OVC080 17/09 A3008 RMK AO2 RAB25E37 SLP184 P0000 T01670094,null
LNS,2022-10-08 01:53,60.10,46.90,61.65,330.00,11.00,0.00,30.10,1019.30,10.00,17.00,BKN,OVC,null,null,6500.00,8000.00,null,null,null,null,null,null,null,null,null,60.10,KLNS 080153Z 33011G17KT 10SM BKN065 OVC080 16/08 A3010 RMK AO2 SLP193 T01560083,null
LNS,2022-10-08 02:53,59.00,46.90,64.12,330.00,7.00,0.00,30.13,1020.10,10.00,null,FEW,BKN,null,null,3300.00,7500.00,null,null,null,null,null,null,null,null,null,59.00,KLNS 080253Z 33007KT 10SM FEW033 BKN075 15/08 A3013 RMK AO2 SLP201 60000 T01500083 51028,null
LNS,2022-10-08 03:53,57.00,39.90,52.70,320.00,7.00,0.00,30.14,1020.60,10.00,16.00,OVC,null,null,null,7500.00,null,null,null,null,null,null,null,null,null,null,57.00,KLNS 080353Z AUTO 32007G16KT 10SM OVC075 14/04 A3014 RMK AO2 SLP206 T01390044,null
LNS,2022-10-08 04:53,55.00,41.00,59.13,320.00,7.00,0.00,30.14,1020.60,10.00,null,BKN,OVC,null,null,7500.00,10000.00,null,null,null,null,null,null,null,null,null,55.00,KLNS 080453Z AUTO 32007KT 10SM BKN075 OVC100 13/05 A3014 RMK AO2 SLP206 T01280050 402440094,null
LNS,2022-10-08 05:53,54.00,39.90,58.76,320.00,8.00,0.00,30.15,1021.00,10.00,null,SCT,OVC,null,null,8500.00,11000.00,null,null,null,null,null,null,null,null,null,54.00,KLNS 080553Z AUTO 32008KT 10SM SCT085 OVC110 12/04 A3015 RMK AO2 SLP210 60000 T01220044 10178 20122 51009,null
LNS,2022-10-08 06:53,53.10,37.90,56.17,320.00,7.00,0.00,30.15,1021.00,10.00,null,BKN,null,null,null,12000.00,null,null,null,null,null,null,null,null,null,null,53.10,KLNS 080653Z AUTO 32007KT 10SM BKN120 12/03 A3015 RMK AO2 SLP210 T01170033,null
LNS,2022-10-08 07:53,51.10,37.90,60.46,310.00,5.00,0.00,30.16,1021.30,10.00,null,OVC,null,null,null,11000.00,null,null,null,null,null,null,null,null,null,null,51.10,KLNS 080753Z AUTO 31005KT 10SM OVC110 11/03 A3016 RMK AO2 SLP213 T01060033,null
LNS,2022-10-08 08:53,48.00,37.00,65.51,310.00,5.00,0.00,30.18,1021.80,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45.40,KLNS 080853Z AUTO 31005KT 10SM CLR 09/03 A3018 RMK AO2 SLP218 T00890028 53008,null
LNS,2022-10-08 09:53,46.00,36.00,67.90,300.00,5.00,0.00,30.19,1022.40,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,43.02,KLNS 080953Z 30005KT 10SM CLR 08/02 A3019 RMK AO2 SLP224 T00780022,null
LNS,2022-10-08 10:53,46.00,36.00,67.90,270.00,5.00,0.00,30.21,1022.90,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,43.02,KLNS 081053Z 27005KT 10SM CLR 08/02 A3021 RMK AO2 SLP229 T00780022,null
LNS,2022-10-08 11:53,45.00,37.90,76.01,310.00,4.00,0.00,30.23,1023.50,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42.60,KLNS 081153Z 31004KT 10SM CLR 07/03 A3023 RMK AO2 SLP235 T00720033 10122 20067 53016,null
LNS,2022-10-08 12:53,48.90,41.00,74.05,300.00,5.00,0.00,30.24,1024.10,10.00,null,BKN,null,null,null,4500.00,null,null,null,null,null,null,null,null,null,null,46.47,KLNS 081253Z 30005KT 10SM BKN045 09/05 A3024 RMK AO2 SLP241 T00940050,null
LNS,2022-10-08 13:53,51.10,39.90,65.38,340.00,9.00,0.00,30.25,1024.50,10.00,null,FEW,OVC,null,null,3000.00,4400.00,null,null,null,null,null,null,null,null,null,51.10,KLNS 081353Z 34009KT 10SM FEW030 OVC044 11/04 A3025 RMK AO2 SLP245 T01060044,null
LNS,2022-10-08 14:53,52.00,37.00,56.45,330.00,11.00,0.00,30.25,1024.30,10.00,null,OVC,null,null,null,4000.00,null,null,null,null,null,null,null,null,null,null,52.00,KLNS 081453Z 33011KT 10SM OVC040 11/03 A3025 RMK AO2 SLP243 T01110028 50008,null
LNS,2022-10-08 15:53,54.00,37.90,54.34,300.00,14.00,0.00,30.24,1024.10,10.00,null,BKN,null,null,null,4100.00,null,null,null,null,null,null,null,null,null,null,54.00,KLNS 081553Z 30014KT 10SM BKN041 12/03 A3024 RMK AO2 SLP241 T01220033,null
LNS,2022-10-08 16:53,55.90,37.90,50.71,300.00,12.00,0.00,30.22,1023.30,10.00,17.00,SCT,null,null,null,5000.00,null,null,null,null,null,null,null,null,null,null,55.90,KLNS 081653Z COR 30012G17KT 10SM SCT050 13/03 A3022 RMK AO2 SLP233 T01330033,null
LNS,2022-10-08 17:53,57.00,37.00,47.04,320.00,9.00,0.00,30.20,1022.60,10.00,17.00,FEW,null,null,null,4500.00,null,null,null,null,null,null,null,null,null,null,57.00,KLNS 081753Z 32009G17KT 10SM FEW045 14/03 A3020 RMK AO2 SLP226 T01390028 10139 20078 58017,null
LNS,2022-10-08 18:53,57.90,37.90,47.18,300.00,12.00,0.00,30.18,1022.10,10.00,18.00,BKN,null,null,null,4700.00,null,null,null,null,null,null,null,null,null,null,57.90,KLNS 081853Z 30012G18KT 10SM BKN047 14/03 A3018 RMK AO2 SLP221 T01440033,null
LNS,2022-10-08 19:53,57.90,37.90,47.18,300.00,9.00,0.00,30.17,1021.50,10.00,null,SCT,null,null,null,5000.00,null,null,null,null,null,null,null,null,null,null,57.90,KLNS 081953Z 30009KT 270V340 10SM SCT050 14/03 A3017 RMK AO2 SLP215 T01440033,null
LNS,2022-10-08 20:53,55.00,36.00,48.62,300.00,9.00,0.00,30.17,1021.80,10.00,null,BKN,null,null,null,5500.00,null,null,null,null,null,null,null,null,null,null,55.00,KLNS 082053Z 30009KT 10SM BKN055 13/02 A3017 RMK AO2 SLP218 T01280022 55009,null
LNS,2022-10-08 21:53,55.00,35.10,46.91,300.00,10.00,0.00,30.17,1021.70,10.00,null,FEW,null,null,null,5500.00,null,null,null,null,null,null,null,null,null,null,55.00,KLNS 082153Z 30010KT 10SM FEW055 13/02 A3017 RMK AO2 SLP217 T01280017,null
LNS,2022-10-08 22:53,50.00,36.00,58.44,310.00,6.00,0.00,30.18,1022.00,10.00,null,FEW,null,null,null,5500.00,null,null,null,null,null,null,null,null,null,null,50.00,KLNS 082253Z COR 31006KT 10SM FEW055 10/02 A3018 RMK AO2 SLP220 T01000022,null
LNS,2022-10-08 23:53,48.00,35.10,60.76,280.00,5.00,0.00,30.19,1022.50,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45.40,KLNS 082353Z 28005KT 10SM CLR 09/02 A3019 RMK AO2 SLP225 T00890017 10150 20089 53006,null
LNS,2022-10-09 00:53,48.90,35.10,58.75,0.00,0.00,0.00,30.19,1022.40,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48.90,KLNS 090053Z 00000KT 10SM CLR 09/02 A3019 RMK AO2 SLP224 T00940017,null
LNS,2022-10-09 01:53,45.00,36.00,70.53,290.00,4.00,0.00,30.20,1022.70,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42.60,KLNS 090153Z 29004KT 10SM CLR 07/02 A3020 RMK AO2 SLP227 T00720022,null
LNS,2022-10-09 02:53,44.10,36.00,72.99,280.00,5.00,0.00,30.21,1022.90,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40.77,KLNS 090253Z 28005KT 10SM CLR 07/02 A3021 RMK AO2 SLP229 T00670022 53005,null
LNS,2022-10-09 03:53,45.00,36.00,70.53,270.00,4.00,0.00,30.21,1023.00,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42.60,KLNS 090353Z AUTO 27004KT 10SM CLR 07/02 A3021 RMK AO2 SLP230 T00720022,null
LNS,2022-10-09 04:53,41.00,35.10,79.34,290.00,6.00,0.00,30.21,1023.00,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36.37,KLNS 090453Z AUTO 29006KT 10SM CLR 05/02 A3021 RMK AO2 SLP230 T00500017 401500050,null
LNS,2022-10-09 05:53,42.10,36.00,78.80,270.00,3.00,0.00,30.22,1023.30,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40.23,KLNS 090553Z AUTO 27003KT 10SM CLR 06/02 A3022 RMK AO2 SLP233 T00560022 10094 20039 53003,null
LNS,2022-10-09 06:53,41.00,35.10,79.34,270.00,3.00,0.00,30.21,1023.20,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38.98,KLNS 090653Z AUTO 27003KT 10SM CLR 05/02 A3021 RMK AO2 SLP232 T00500017,null
LNS,2022-10-09 07:53,41.00,35.10,79.34,250.00,3.00,0.00,30.21,1023.00,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38.98,KLNS 090753Z AUTO 25003KT 10SM CLR 05/02 A3021 RMK AO2 SLP230 T00500017,null
LNS,2022-10-09 08:53,39.00,34.00,82.08,300.00,3.00,0.00,30.20,1022.80,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36.69,KLNS 090853Z AUTO 30003KT 10SM CLR 04/01 A3020 RMK AO2 SLP228 T00390011 58006,null
LNS,2022-10-09 09:53,37.90,35.10,89.53,280.00,3.00,0.00,30.20,1022.70,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35.43,KLNS 090953Z 28003KT 10SM CLR 03/02 A3020 RMK AO2 SLP227 T00330017,null
LNS,2022-10-09 10:53,39.00,34.00,82.08,260.00,4.00,0.00,30.20,1022.70,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35.59,KLNS 091053Z 26004KT 10SM CLR 04/01 A3020 RMK AO2 SLP227 T00390011,null
LNS,2022-10-09 11:53,37.90,35.10,89.53,280.00,3.00,0.00,30.21,1023.00,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35.43,KLNS 091153Z 28003KT 10SM CLR 03/02 A3021 RMK AO2 SLP230 T00330017 10056 20028 53003,null
LNS,2022-10-09 12:53,46.00,39.00,76.40,270.00,5.00,0.00,30.22,1023.50,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,43.02,KLNS 091253Z 27005KT 10SM CLR 08/04 A3022 RMK AO2 SLP235 T00780039,null
LNS,2022-10-09 13:53,52.00,39.90,63.24,270.00,10.00,0.00,30.23,1023.70,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,52.00,KLNS 091353Z 27010KT 10SM CLR 11/04 A3023 RMK AO2 SLP237 T01110044,null
LNS,2022-10-09 14:53,55.00,37.00,50.58,250.00,11.00,0.00,30.22,1023.30,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55.00,KLNS 091453Z 25011KT 10SM CLR 13/03 A3022 RMK AO2 SLP233 T01280028 50003,null
LNS,2022-10-09 15:53,57.90,39.00,49.26,270.00,11.00,0.00,30.20,1022.80,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,57.90,KLNS 091553Z 27011KT 10SM CLR 14/04 A3020 RMK AO2 SLP228 T01440039,null
LNS,2022-10-09 16:53,59.00,37.90,45.36,280.00,13.00,0.00,30.19,1022.30,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,59.00,KLNS 091653Z 28013KT 10SM CLR 15/03 A3019 RMK AO2 SLP223 T01500033,null
LNS,2022-10-09 17:53,60.10,37.00,42.09,250.00,12.00,0.00,30.16,1021.40,10.00,17.00,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,60.10,KLNS 091753Z 25012G17KT 10SM CLR 16/03 A3016 RMK AO2 SLP214 T01560028 10161 20033 58019,null
LNS,2022-10-09 18:53,62.10,36.00,37.69,260.00,11.00,0.00,30.14,1020.60,10.00,19.00,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,62.10,KLNS 091853Z 26011G19KT 10SM CLR 17/02 A3014 RMK AO2 SLP206 T01670022,null
LNS,2022-10-09 19:53,62.10,36.00,37.69,270.00,12.00,0.00,30.13,1020.40,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,62.10,KLNS 091953Z 27012KT 10SM CLR 17/02 A3013 RMK AO2 SLP204 T01670022,null
LNS,2022-10-09 20:53,62.10,37.00,39.21,280.00,11.00,0.00,30.13,1020.20,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,62.10,KLNS 092053Z 28011KT 10SM CLR 17/03 A3013 RMK AO2 SLP202 T01670028 56011,null
LNS,2022-10-09 21:53,60.10,37.00,42.09,250.00,6.00,0.00,30.14,1020.50,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,60.10,KLNS 092153Z 25006KT 10SM CLR 16/03 A3014 RMK AO2 SLP205 T01560028,null
LNS,2022-10-09 22:53,57.90,36.00,43.78,0.00,0.00,0.00,30.15,1021.00,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,57.90,KLNS 092253Z 00000KT 10SM CLR 14/02 A3015 RMK AO2 SLP210 T01440022,null
LNS,2022-10-09 23:53,53.10,37.90,56.17,0.00,0.00,0.00,30.17,1021.70,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53.10,KLNS 092353Z 00000KT 10SM CLR 12/03 A3017 RMK AO2 SLP217 T01170033 10167 20111 53014,null
LNS,2022-10-10 00:53,51.10,39.00,63.12,0.00,0.00,0.00,30.17,1021.90,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51.10,KLNS 100053Z 00000KT 10SM CLR 11/04 A3017 RMK AO2 SLP219 T01060039,null
LNS,2022-10-10 01:53,50.00,37.90,62.98,0.00,0.00,0.00,30.18,1022.20,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50.00,KLNS 100153Z 00000KT 10SM CLR 10/03 A3018 RMK AO2 SLP222 T01000033,null
LNS,2022-10-10 02:53,46.00,39.00,76.40,0.00,0.00,0.00,30.19,1022.40,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46.00,KLNS 100253Z 00000KT 10SM CLR 08/04 A3019 RMK AO2 SLP224 T00780039 51008,null
LNS,2022-10-10 03:53,46.00,39.00,76.40,0.00,0.00,0.00,30.19,1022.40,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46.00,KLNS 100353Z AUTO 00000KT 10SM CLR 08/04 A3019 RMK AO2 SLP224 T00780039,null
LNS,2022-10-10 04:53,45.00,39.00,79.36,0.00,0.00,0.00,30.20,1022.60,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45.00,KLNS 100453Z AUTO 00000KT 10SM CLR 07/04 A3020 RMK AO2 SLP226 T00720039 401670028,null
LNS,2022-10-10 05:53,43.00,37.90,82.04,0.00,0.00,0.00,30.20,1022.60,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,43.00,KLNS 100553Z AUTO 00000KT 10SM CLR 06/03 A3020 RMK AO2 SLP226 T00610033 10117 20050 53003,null
LNS,2022-10-10 06:53,42.10,37.90,84.93,0.00,0.00,0.00,30.19,1022.50,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42.10,KLNS 100653Z AUTO 00000KT 10SM CLR 06/03 A3019 RMK AO2 SLP225 T00560033,null
LNS,2022-10-10 07:53,39.90,37.00,89.27,0.00,0.00,0.00,30.20,1022.70,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39.90,KLNS 100753Z AUTO 00000KT 10SM CLR 04/03 A3020 RMK AO2 SLP227 T00440028,null
LNS,2022-10-10 08:53,41.00,37.00,85.54,0.00,0.00,0.00,30.20,1022.90,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41.00,KLNS 100853Z AUTO 00000KT 10SM CLR 05/03 A3020 RMK AO2 SLP229 T00500028 53003,null
LNS,2022-10-10 09:53,39.00,37.00,92.45,0.00,0.00,0.00,30.22,1023.30,8.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39.00,KLNS 100953Z 00000KT 8SM CLR 04/03 A3022 RMK AO2 SLP233 T00390028,null
LNS,2022-10-10 10:53,39.00,37.00,92.45,0.00,0.00,0.00,30.23,1023.70,7.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39.00,KLNS 101053Z 00000KT 7SM CLR 04/03 A3023 RMK AO2 SLP237 T00390028,null
LNS,2022-10-10 11:53,41.00,37.90,88.62,0.00,0.00,0.00,30.24,1024.10,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41.00,KLNS 101153Z 00000KT 10SM CLR 05/03 A3024 RMK AO2 SLP241 T00500033 10061 20028 51010,null
LNS,2022-10-10 12:53,48.00,42.10,79.91,0.00,0.00,0.00,30.26,1024.60,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48.00,KLNS 101253Z 00000KT 10SM CLR 09/06 A3026 RMK AO2 SLP246 T00890056,null
LNS,2022-10-10 13:53,52.00,42.10,68.86,270.00,5.00,0.00,30.26,1024.80,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,52.00,KLNS 101353Z 27005KT 10SM CLR 11/06 A3026 RMK AO2 SLP248 T01110056,null
LNS,2022-10-10 14:53,57.00,42.10,57.38,290.00,4.00,0.00,30.26,1024.70,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,57.00,KLNS 101453Z 29004KT 10SM CLR 14/06 A3026 RMK AO2 SLP247 T01390056 50007,null
LNS,2022-10-10 15:53,61.00,43.00,51.48,250.00,5.00,0.00,30.25,1024.40,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,61.00,KLNS 101553Z 25005KT 10SM CLR 16/06 A3025 RMK AO2 SLP244 T01610061,null
LNS,2022-10-10 16:53,64.00,41.00,42.88,260.00,6.00,0.00,30.24,1024.00,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,64.00,KLNS 101653Z 26006KT 10SM CLR 18/05 A3024 RMK AO2 SLP240 T01780050,null
LNS,2022-10-10 17:53,66.00,41.00,39.99,290.00,8.00,0.00,30.21,1023.10,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,66.00,KLNS 101753Z 29008KT 10SM CLR 19/05 A3021 RMK AO2 SLP231 T01890050 10189 20050 58015,null
LNS,2022-10-10 18:53,68.00,39.90,35.76,280.00,9.00,0.00,30.20,1022.60,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,68.00,KLNS 101853Z 28009KT 10SM CLR 20/04 A3020 RMK AO2 SLP226 T02000044,null
LNS,2022-10-10 19:53,68.00,42.10,38.94,290.00,9.00,0.00,30.20,1022.60,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,68.00,KLNS 101953Z 29009KT 10SM CLR 20/06 A3020 RMK AO2 SLP226 T02000056,null
LNS,2022-10-10 20:53,66.90,39.90,37.14,290.00,5.00,0.00,30.20,1022.50,10.00,null,FEW,null,null,null,5000.00,null,null,null,null,null,null,null,null,null,null,66.90,KLNS 102053Z 29005KT 10SM FEW050 19/04 A3020 RMK AO2 SLP225 T01940044 56006,null
LNS,2022-10-10 21:53,64.90,41.00,41.55,260.00,6.00,0.00,30.20,1022.70,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,64.90,KLNS 102153Z 26006KT 10SM CLR 18/05 A3020 RMK AO2 SLP227 T01830050,null
LNS,2022-10-10 22:53,63.00,39.90,42.56,230.00,3.00,0.00,30.20,1022.80,10.00,null,FEW,null,null,null,4500.00,null,null,null,null,null,null,null,null,null,null,63.00,KLNS 102253Z COR 23003KT 10SM FEW045 17/04 A3020 RMK AO2 SLP228 T01720044,null
LNS,2022-10-10 23:53,57.90,43.00,57.51,0.00,0.00,0.00,30.22,1023.40,10.00,null,BKN,null,null,null,8000.00,null,null,null,null,null,null,null,null,null,null,57.90,KLNS 102353Z 00000KT 10SM BKN080 14/06 A3022 RMK AO2 SLP234 T01440061 10200 20139 53007,null
LNS,2022-10-11 00:53,55.00,43.00,63.86,270.00,3.00,0.00,30.23,1023.90,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55.00,KLNS 110053Z 27003KT 10SM CLR 13/06 A3023 RMK AO2 SLP239 T01280061,null
LNS,2022-10-11 01:53,51.10,42.10,71.19,0.00,0.00,0.00,30.26,1024.60,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51.10,KLNS 110153Z 00000KT 10SM CLR 11/06 A3026 RMK AO2 SLP246 T01060056,null
LNS,2022-10-11 02:53,51.10,43.00,73.69,0.00,0.00,0.00,30.27,1025.10,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51.10,KLNS 110253Z 00000KT 10SM CLR 11/06 A3027 RMK AO2 SLP251 T01060061 53018,null
